PID,SalePrice,Lot Area,Street,Alley,Lot Config,Land Slope,County,State,District_ID,Bldg Type,Overall Cond,Year Built,Year Remod/Add,Exterior,Exter Cond,Bsmt Unf SF,Total Bsmt SF,Central Air,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Garage Type,Garage Cars,Open Porch SF,Enclosed Porch,Pool Area,Fence,Sale Condition
893507385,520000,8834,Pave,NA,Inside,Gtl,Salt Lake,UT,72,1Fam,5,2004,2005,VinylSd,TA,292,1462,Y,1462,762,2224,1,0,2,1,4,10,1,Attchd,3,0,0,0,NA,Normal
571997449,520000,8834,Pave,NA,Inside,Gtl,Kootenai,ID,72,1Fam,5,2004,2005,VinylSd,TA,292,1462,Y,1462,762,2224,1,0,2,1,4,10,1,Attchd,3,0,0,0,NA,Normal
708415562,486000,10574,Pave,NA,Inside,Gtl,Salt Lake,UT,71,1Fam,5,2004,2004,VinylSd,TA,292,1148,Y,1170,1162,2332,1,0,2,1,4,9,1,BuiltIn,3,142,0,0,NA,Normal
407023409,486000,10574,Pave,NA,Inside,Gtl,Franklin,ID,71,1Fam,5,2004,2004,VinylSd,TA,292,1148,Y,1170,1162,2332,1,0,2,1,4,9,1,BuiltIn,3,142,0,0,NA,Normal
858482257,638000,11128,Pave,NA,Corner,Gtl,Washington,UT,91,1Fam,5,2005,2006,VinylSd,TA,300,2458,Y,2490,0,2490,1,0,2,0,2,9,2,Attchd,3,226,0,0,GdPrv,Normal
450724712,638000,11128,Pave,NA,Corner,Gtl,Bear Lake,ID,91,1Fam,5,2005,2006,VinylSd,TA,300,2458,Y,2490,0,2490,1,0,2,0,2,9,2,Attchd,3,226,0,0,GdPrv,Normal
745649193,593000,20896,Pave,NA,CulDSac,Gtl,Washington,UT,90,1Fam,5,2005,2006,VinylSd,TA,356,2077,Y,2097,0,2097,1,0,1,1,1,8,1,Attchd,3,267,0,0,NA,Partial
544405667,593000,20896,Pave,NA,CulDSac,Gtl,Bear Lake,ID,90,1Fam,5,2005,2006,VinylSd,TA,356,2077,Y,2097,0,2097,1,0,1,1,1,8,1,Attchd,3,267,0,0,NA,Partial
712079554,620000,15431,Pave,NA,Inside,Gtl,Salt Lake,UT,72,1Fam,5,2005,2006,VinylSd,TA,564,1994,Y,2046,0,2046,1,0,2,1,2,7,2,Attchd,3,65,175,0,NA,Normal
595307095,620000,15431,Pave,NA,Inside,Gtl,Kootenai,ID,72,1Fam,5,2005,2006,VinylSd,TA,564,1994,Y,2046,0,2046,1,0,2,1,2,7,2,Attchd,3,65,175,0,NA,Normal
822109880,640000,18261,Pave,NA,Inside,Gtl,Washington,UT,93,1Fam,5,2005,2005,VinylSd,TA,494,1910,Y,2000,0,2000,1,0,2,1,3,8,2,Attchd,3,102,123,0,NA,Normal
451507709,640000,18261,Pave,NA,Inside,Gtl,Adams,ID,93,1Fam,5,2005,2005,VinylSd,TA,494,1910,Y,2000,0,2000,1,0,2,1,3,8,2,Attchd,3,102,123,0,NA,Normal
709803331,585000,14780,Pave,NA,Corner,Mod,Salt Lake,UT,70,1Fam,5,2005,2005,VinylSd,TA,363,1868,Y,1868,0,1868,1,0,2,0,2,7,1,Attchd,3,56,156,0,NA,Normal
472820929,585000,14780,Pave,NA,Corner,Mod,Franklin,ID,70,1Fam,5,2005,2005,VinylSd,TA,363,1868,Y,1868,0,1868,1,0,2,0,2,7,1,Attchd,3,56,156,0,NA,Normal
793176232,607154,20431,Pave,NA,Inside,Gtl,Salt Lake,UT,70,1Fam,5,2005,2006,CemntBd,TA,438,1848,Y,1848,880,2728,1,0,2,1,4,10,2,Attchd,3,0,0,0,NA,Partial
414076073,607154,20431,Pave,NA,Inside,Gtl,Franklin,ID,70,1Fam,5,2005,2006,CemntBd,TA,438,1848,Y,1848,880,2728,1,0,2,1,4,10,2,Attchd,3,0,0,0,NA,Partial
701123931,529900,11577,Pave,NA,Inside,Gtl,Davis,UT,101,1Fam,5,2005,2006,VinylSd,TA,383,1838,Y,1838,0,1838,1,0,2,0,3,9,1,Attchd,3,225,0,0,NA,Partial
526709024,529900,11577,Pave,NA,Inside,Gtl,Boise,ID,101,1Fam,5,2005,2006,VinylSd,TA,383,1838,Y,1838,0,1838,1,0,2,0,3,9,1,Attchd,3,225,0,0,NA,Partial
835242111,489900,7658,Pave,NA,Inside,Gtl,Salt Lake,UT,72,TwnhsE,5,2005,2005,MetalSd,TA,1296,1752,Y,1752,0,1752,1,0,2,0,2,6,1,Attchd,2,82,0,0,NA,Normal
548260328,489900,7658,Pave,NA,Inside,Gtl,Kootenai,ID,72,TwnhsE,5,2005,2005,MetalSd,TA,1296,1752,Y,1752,0,1752,1,0,2,0,2,6,1,Attchd,2,82,0,0,NA,Normal
887973943,630000,12539,Pave,NA,Inside,Gtl,Salt Lake,UT,72,1Fam,5,2005,2006,CemntBd,TA,538,1620,Y,1632,1158,2790,1,0,2,1,4,10,1,BuiltIn,4,200,192,0,NA,Normal
441963127,630000,12539,Pave,NA,Inside,Gtl,Kootenai,ID,72,1Fam,5,2005,2006,CemntBd,TA,538,1620,Y,1632,1158,2790,1,0,2,1,4,10,1,BuiltIn,4,200,192,0,NA,Normal
729262751,508500,9942,Pave,NA,Inside,Gtl,Salt Lake,UT,72,1Fam,5,2005,2006,MetalSd,TA,316,1606,Y,1625,466,2091,1,0,2,1,3,8,1,Attchd,2,84,0,0,NA,Partial
514306018,508500,9942,Pave,NA,Inside,Gtl,Kootenai,ID,72,1Fam,5,2005,2006,MetalSd,TA,316,1606,Y,1625,466,2091,1,0,2,1,3,8,1,Attchd,2,84,0,0,NA,Partial
738553962,450000,7841,Pave,NA,Inside,Gtl,Salt Lake,UT,72,TwnhsE,5,2005,2005,MetalSd,TA,729,1577,Y,1577,0,1577,1,0,2,0,2,6,1,Attchd,2,39,0,0,NA,Normal
481024622,450000,7841,Pave,NA,Inside,Gtl,Kootenai,ID,72,TwnhsE,5,2005,2005,MetalSd,TA,729,1577,Y,1577,0,1577,1,0,2,0,2,6,1,Attchd,2,39,0,0,NA,Normal
745586317,464900,11645,Pave,NA,Inside,Gtl,Tooele,UT,30,1Fam,5,2005,2006,VinylSd,TA,448,1570,Y,1590,0,1590,1,0,2,1,2,6,0,Attchd,3,80,0,0,NA,Partial
464752680,464900,11645,Pave,NA,Inside,Gtl,Cassia,ID,30,1Fam,5,2005,2006,VinylSd,TA,448,1570,Y,1590,0,1590,1,0,2,1,2,6,0,Attchd,3,80,0,0,NA,Partial
176614085,464900,11645,Pave,NA,Inside,Gtl,Albany,WY,30,1Fam,5,2005,2006,VinylSd,TA,448,1570,Y,1590,0,1590,1,0,2,1,2,6,0,Attchd,3,80,0,0,NA,Partial
897320151,447500,7313,Pave,NA,Inside,Gtl,Salt Lake,UT,71,TwnhsE,5,2005,2005,MetalSd,TA,408,1561,Y,1561,0,1561,1,0,2,0,2,6,1,Attchd,2,47,0,0,NA,Normal
439313939,447500,7313,Pave,NA,Inside,Gtl,Franklin,ID,71,TwnhsE,5,2005,2005,MetalSd,TA,408,1561,Y,1561,0,1561,1,0,2,0,2,6,1,Attchd,2,47,0,0,NA,Normal
714536160,452500,5911,Pave,NA,Inside,Gtl,Salt Lake,UT,72,TwnhsE,5,2005,2005,MetalSd,TA,1088,1560,Y,1565,0,1565,1,0,2,0,2,6,1,Attchd,2,56,0,0,NA,Normal
477231564,452500,5911,Pave,NA,Inside,Gtl,Kootenai,ID,72,TwnhsE,5,2005,2005,MetalSd,TA,1088,1560,Y,1565,0,1565,1,0,2,0,2,6,1,Attchd,2,56,0,0,NA,Normal
840279728,499900,11643,Pave,NA,Inside,Gtl,Salt Lake,UT,70,1Fam,5,2005,2006,MetalSd,TA,644,1524,Y,1544,814,2358,1,0,2,1,4,10,1,BuiltIn,3,34,0,0,NA,Partial
442587891,499900,11643,Pave,NA,Inside,Gtl,Franklin,ID,70,1Fam,5,2005,2006,MetalSd,TA,644,1524,Y,1544,814,2358,1,0,2,1,4,10,1,BuiltIn,3,34,0,0,NA,Partial
823990633,549000,12151,Pave,NA,Inside,Gtl,Salt Lake,UT,72,1Fam,5,2005,2005,CemntBd,TA,165,1414,Y,1414,917,2331,1,0,2,1,3,9,1,BuiltIn,3,63,0,0,NA,Normal
438768051,549000,12151,Pave,NA,Inside,Gtl,Kootenai,ID,72,1Fam,5,2005,2005,CemntBd,TA,165,1414,Y,1414,917,2331,1,0,2,1,3,9,1,BuiltIn,3,63,0,0,NA,Normal
808209402,627347,16023,Pave,NA,CulDSac,Gtl,Washington,UT,92,1Fam,5,2005,2006,VinylSd,Ex,180,1398,Y,1414,1384,2798,1,0,3,1,3,11,1,BuiltIn,3,37,0,0,NA,Partial
409604109,627347,16023,Pave,NA,CulDSac,Gtl,Adams,ID,92,1Fam,5,2005,2006,VinylSd,Ex,180,1398,Y,1414,1384,2798,1,0,3,1,3,11,1,BuiltIn,3,37,0,0,NA,Partial
871218589,515000,11924,Pave,NA,Inside,Gtl,Salt Lake,UT,72,1Fam,5,2005,2006,WdShing,TA,177,1175,Y,1182,1142,2324,1,0,3,0,4,11,2,BuiltIn,3,21,0,0,NA,Partial
543824730,515000,11924,Pave,NA,Inside,Gtl,Kootenai,ID,72,1Fam,5,2005,2006,WdShing,TA,177,1175,Y,1182,1142,2324,1,0,3,0,4,11,2,BuiltIn,3,21,0,0,NA,Partial
898700990,519265,12328,Pave,NA,Inside,Gtl,Washington,UT,92,1Fam,5,2005,2005,VinylSd,TA,163,1149,Y,1164,1377,2541,1,0,3,1,4,10,1,BuiltIn,3,32,0,0,NA,Normal
401152177,519265,12328,Pave,NA,Inside,Gtl,Adams,ID,92,1Fam,5,2005,2005,VinylSd,TA,163,1149,Y,1164,1377,2541,1,0,3,1,4,10,1,BuiltIn,3,32,0,0,NA,Normal
732558641,445000,10927,Pave,NA,Inside,Gtl,Salt Lake,UT,71,1Fam,5,2005,2005,VinylSd,TA,512,1058,Y,1058,846,1904,1,0,2,1,3,8,1,BuiltIn,2,60,0,0,NA,Normal
543090454,445000,10927,Pave,NA,Inside,Gtl,Kootenai,ID,71,1Fam,5,2005,2005,VinylSd,TA,512,1058,Y,1058,846,1904,1,0,2,1,3,8,1,BuiltIn,2,60,0,0,NA,Normal
714239205,635000,13891,Pave,NA,Inside,Gtl,Salt Lake,UT,70,1Fam,5,2006,2006,VinylSd,TA,690,2076,Y,2076,0,2076,1,0,2,1,2,7,1,Attchd,3,229,0,0,NA,Partial
475910498,635000,13891,Pave,NA,Inside,Gtl,Franklin,ID,70,1Fam,5,2006,2006,VinylSd,TA,690,2076,Y,2076,0,2076,1,0,2,1,2,7,1,Attchd,3,229,0,0,NA,Partial
794892665,575749,13162,Pave,NA,Corner,Gtl,Washington,UT,91,1Fam,5,2006,2006,VinylSd,TA,200,2036,Y,2036,604,2640,1,0,3,1,3,11,1,Attchd,3,265,0,0,NA,Partial
533977548,575749,13162,Pave,NA,Corner,Gtl,Adams,ID,91,1Fam,5,2006,2006,VinylSd,TA,200,2036,Y,2036,604,2640,1,0,3,1,3,11,1,Attchd,3,265,0,0,NA,Partial
775516768,560000,13418,Pave,NA,Inside,Gtl,Salt Lake,UT,72,1Fam,5,2006,2006,VinylSd,TA,430,1850,Y,1850,898,2748,1,0,2,1,4,9,1,BuiltIn,3,182,0,0,NA,Abnorml
444875379,560000,13418,Pave,NA,Inside,Gtl,Kootenai,ID,72,1Fam,5,2006,2006,VinylSd,TA,430,1850,Y,1850,898,2748,1,0,2,1,4,9,1,BuiltIn,3,182,0,0,NA,Abnorml
739027030,705000,16052,Pave,NA,CulDSac,Gtl,Washington,UT,94,1Fam,5,2006,2006,VinylSd,TA,644,1850,Y,1850,848,2698,1,0,2,1,4,11,1,Attchd,3,0,0,0,NA,Partial
442642369,705000,16052,Pave,NA,CulDSac,Gtl,Adams,ID,94,1Fam,5,2006,2006,VinylSd,TA,644,1850,Y,1850,848,2698,1,0,2,1,4,11,1,Attchd,3,0,0,0,NA,Partial
829886569,485000,14601,Pave,NA,Inside,Gtl,Davis,UT,99,1Fam,5,2006,2006,VinylSd,TA,578,1838,Y,1838,0,1838,1,0,2,0,2,8,1,Attchd,3,68,0,0,NA,Normal
522775755,485000,14601,Pave,NA,Inside,Gtl,Boise,ID,99,1Fam,5,2006,2006,VinylSd,TA,578,1838,Y,1838,0,1838,1,0,2,0,2,8,1,Attchd,3,68,0,0,NA,Normal
877935790,526000,12469,Pave,NA,FR2,Gtl,Salt Lake,UT,70,1Fam,5,2006,2007,VinylSd,TA,639,1790,Y,1816,0,1816,1,0,2,0,3,7,1,Attchd,3,36,0,0,NA,Partial
403665465,526000,12469,Pave,NA,FR2,Gtl,Franklin,ID,70,1Fam,5,2006,2007,VinylSd,TA,639,1790,Y,1816,0,1816,1,0,2,0,3,7,1,Attchd,3,36,0,0,NA,Partial
891753798,547500,14892,Pave,NA,CulDSac,Gtl,Box Elder,UT,43,1Fam,5,2006,2007,VinylSd,TA,426,1746,Y,1746,0,1746,1,0,2,0,3,7,2,Attchd,3,39,0,0,NA,Normal
478984137,547500,14892,Pave,NA,CulDSac,Gtl,Valley,ID,43,1Fam,5,2006,2007,VinylSd,TA,426,1746,Y,1746,0,1746,1,0,2,0,3,7,2,Attchd,3,39,0,0,NA,Normal
275055151,547500,14892,Pave,NA,CulDSac,Gtl,Weston,WY,43,1Fam,5,2006,2007,VinylSd,TA,426,1746,Y,1746,0,1746,1,0,2,0,3,7,2,Attchd,3,39,0,0,NA,Normal
759347480,625000,13870,Pave,NA,Inside,Gtl,Washington,UT,94,1Fam,5,2006,2007,CemntBd,TA,590,1742,Y,2042,0,2042,1,0,2,0,3,8,1,Attchd,3,52,174,0,NA,Partial
441840983,625000,13870,Pave,NA,Inside,Gtl,Adams,ID,94,1Fam,5,2006,2007,CemntBd,TA,590,1742,Y,2042,0,2042,1,0,2,0,3,8,1,Attchd,3,52,174,0,NA,Partial
703113711,582083,16387,Pave,NA,Inside,Gtl,Salt Lake,UT,70,1Fam,5,2006,2006,VinylSd,TA,369,1738,Y,1738,851,2589,1,0,2,1,4,11,1,Attchd,3,0,0,0,NA,Partial
440249650,582083,16387,Pave,NA,Inside,Gtl,Franklin,ID,70,1Fam,5,2006,2006,VinylSd,TA,369,1738,Y,1738,851,2589,1,0,2,1,4,11,1,Attchd,3,0,0,0,NA,Partial
885662561,507500,12456,Pave,NA,FR2,Gtl,Salt Lake,UT,70,1Fam,5,2006,2007,CemntBd,TA,528,1700,Y,1718,0,1718,1,0,2,0,3,7,1,Attchd,3,48,0,0,NA,Normal
546439138,507500,12456,Pave,NA,FR2,Gtl,Franklin,ID,70,1Fam,5,2006,2007,CemntBd,TA,528,1700,Y,1718,0,1718,1,0,2,0,3,7,1,Attchd,3,48,0,0,NA,Normal
704239716,502200,7740,Pave,NA,Inside,Gtl,Salt Lake,UT,71,TwnhsE,5,2006,2006,MetalSd,TA,663,1686,Y,1686,0,1686,1,0,2,0,1,6,1,Attchd,3,100,0,0,NA,Partial
594918810,502200,7740,Pave,NA,Inside,Gtl,Kootenai,ID,71,TwnhsE,5,2006,2006,MetalSd,TA,663,1686,Y,1686,0,1686,1,0,2,0,1,6,1,Attchd,3,100,0,0,NA,Partial
767729312,495000,13173,Pave,NA,Corner,Gtl,Salt Lake,UT,71,1Fam,5,2006,2007,VinylSd,TA,80,1652,Y,1652,0,1652,1,0,2,0,2,6,2,Attchd,2,102,0,0,NA,Normal
579460443,495000,13173,Pave,NA,Corner,Gtl,Franklin,ID,71,1Fam,5,2006,2007,VinylSd,TA,80,1652,Y,1652,0,1652,1,0,2,0,2,6,2,Attchd,2,102,0,0,NA,Normal
891439151,461000,10625,Pave,NA,Inside,Gtl,Washington,UT,88,1Fam,5,2006,2007,VinylSd,TA,222,1652,Y,1662,0,1662,1,0,2,0,3,8,1,Attchd,3,120,0,0,NA,Normal
590313168,461000,10625,Pave,NA,Inside,Gtl,Nez Perce,ID,88,1Fam,5,2006,2007,VinylSd,TA,222,1652,Y,1662,0,1662,1,0,2,0,3,8,1,Attchd,3,120,0,0,NA,Normal
880648637,489900,8035,Pave,NA,Inside,Gtl,Washington,UT,93,TwnhsE,5,2006,2006,MetalSd,TA,815,1612,Y,1612,0,1612,1,0,2,0,2,6,1,Attchd,2,164,0,0,NA,Normal
448452083,489900,8035,Pave,NA,Inside,Gtl,Adams,ID,93,TwnhsE,5,2006,2006,MetalSd,TA,815,1612,Y,1612,0,1612,1,0,2,0,2,6,1,Attchd,2,164,0,0,NA,Normal
814671305,434561,3982,Pave,NA,Inside,Gtl,Grand,UT,2,TwnhsE,5,2006,2006,VinylSd,TA,366,1520,Y,1567,0,1567,1,0,2,0,1,7,1,Attchd,3,0,0,0,NA,Partial
560321619,434561,3982,Pave,NA,Inside,Gtl,Ada,ID,2,TwnhsE,5,2006,2006,VinylSd,TA,366,1520,Y,1567,0,1567,1,0,2,0,1,7,1,Attchd,3,0,0,0,NA,Partial
248263052,434561,3982,Pave,NA,Inside,Gtl,Park,WY,2,TwnhsE,5,2006,2006,VinylSd,TA,366,1520,Y,1567,0,1567,1,0,2,0,1,7,1,Attchd,3,0,0,0,NA,Partial
823872935,470000,10872,Pave,NA,Inside,Gtl,Salt Lake,UT,70,1Fam,5,2006,2006,VinylSd,TA,467,1504,Y,1531,0,1531,1,0,2,0,2,6,1,Attchd,3,52,0,0,NA,Normal
561063461,470000,10872,Pave,NA,Inside,Gtl,Franklin,ID,70,1Fam,5,2006,2006,VinylSd,TA,467,1504,Y,1531,0,1531,1,0,2,0,2,6,1,Attchd,3,52,0,0,NA,Normal
894709698,354750,40094,Pave,NA,Inside,Gtl,Kane,UT,39,1Fam,5,2007,2008,CemntBd,TA,878,3138,Y,3138,1538,4676,1,0,3,1,3,11,1,BuiltIn,3,406,0,0,NA,Partial
572827758,354750,40094,Pave,NA,Inside,Gtl,Oneida,ID,39,1Fam,5,2007,2008,CemntBd,TA,878,3138,Y,3138,1538,4676,1,0,3,1,3,11,1,BuiltIn,3,406,0,0,NA,Partial
195010167,354750,40094,Pave,NA,Inside,Gtl,Crook,WY,39,1Fam,5,2007,2008,CemntBd,TA,878,3138,Y,3138,1538,4676,1,0,3,1,3,11,1,BuiltIn,3,406,0,0,NA,Partial
864524613,649069,13891,Pave,NA,Inside,Gtl,Salt Lake,UT,71,1Fam,5,2007,2007,VinylSd,TA,740,2552,Y,2552,0,2552,1,0,2,0,3,8,2,Attchd,3,28,0,0,NA,Partial
427277542,649069,13891,Pave,NA,Inside,Gtl,Franklin,ID,71,1Fam,5,2007,2007,VinylSd,TA,740,2552,Y,2552,0,2552,1,0,2,0,3,8,2,Attchd,3,28,0,0,NA,Partial
880274770,587500,13693,Pave,NA,Inside,Gtl,Salt Lake,UT,72,1Fam,5,2007,2007,VinylSd,TA,195,2418,Y,2464,0,2464,1,0,2,1,4,9,1,Attchd,3,78,0,0,NA,Normal
589195908,587500,13693,Pave,NA,Inside,Gtl,Kootenai,ID,72,1Fam,5,2007,2007,VinylSd,TA,195,2418,Y,2464,0,2464,1,0,2,1,4,9,1,Attchd,3,78,0,0,NA,Normal
767159711,555000,14803,Pave,NA,Inside,Gtl,Salt Lake,UT,72,1Fam,5,2007,2008,CemntBd,TA,442,2078,Y,2084,0,2084,1,0,2,0,2,7,1,Attchd,3,45,0,0,NA,Partial
573651380,555000,14803,Pave,NA,Inside,Gtl,Kootenai,ID,72,1Fam,5,2007,2008,CemntBd,TA,442,2078,Y,2084,0,2084,1,0,2,0,2,7,1,Attchd,3,45,0,0,NA,Partial
790755149,595000,12633,Pave,NA,Inside,Gtl,Davis,UT,100,1Fam,5,2007,2007,CemntBd,TA,338,1978,Y,1978,0,1978,1,0,2,0,2,7,1,Attchd,3,52,0,0,NA,Normal
585895061,595000,12633,Pave,NA,Inside,Gtl,Boise,ID,100,1Fam,5,2007,2007,CemntBd,TA,338,1978,Y,1978,0,1978,1,0,2,0,2,7,1,Attchd,3,52,0,0,NA,Normal
804246198,589005,12291,Pave,NA,Inside,Gtl,Washington,UT,89,1Fam,5,2007,2007,CemntBd,TA,394,1966,Y,1966,0,1966,1,0,2,0,1,6,1,Attchd,3,52,0,0,NA,Partial
532213747,589005,12291,Pave,NA,Inside,Gtl,Nez Perce,ID,89,1Fam,5,2007,2007,CemntBd,TA,394,1966,Y,1966,0,1966,1,0,2,0,1,6,1,Attchd,3,52,0,0,NA,Partial
831529954,553000,14418,Pave,NA,Inside,Gtl,Salt Lake,UT,70,1Fam,5,2007,2007,VinylSd,TA,575,1950,Y,1950,0,1950,1,0,2,0,2,7,1,Attchd,3,207,0,0,NA,Normal
541116500,553000,14418,Pave,NA,Inside,Gtl,Franklin,ID,70,1Fam,5,2007,2007,VinylSd,TA,575,1950,Y,1950,0,1950,1,0,2,0,2,7,1,Attchd,3,207,0,0,NA,Normal
768962657,662000,13641,Pave,NA,Inside,Gtl,Salt Lake,UT,70,1Fam,5,2007,2007,CemntBd,TA,630,1934,Y,1943,713,2656,1,0,2,1,3,8,1,Attchd,3,58,0,0,NA,Partial
505362017,662000,13641,Pave,NA,Inside,Gtl,Franklin,ID,70,1Fam,5,2007,2007,CemntBd,TA,630,1934,Y,1943,713,2656,1,0,2,1,3,8,1,Attchd,3,58,0,0,NA,Partial
899704154,540967,8232,Pave,NA,Inside,Gtl,Salt Lake,UT,70,TwnhsE,5,2007,2008,MetalSd,TA,596,1800,Y,1800,0,1800,1,0,2,0,2,6,1,Attchd,3,0,0,0,NA,Partial
583109984,540967,8232,Pave,NA,Inside,Gtl,Franklin,ID,70,TwnhsE,5,2007,2008,MetalSd,TA,596,1800,Y,1800,0,1800,1,0,2,0,2,6,1,Attchd,3,0,0,0,NA,Partial
796045316,632000,14257,Pave,NA,Inside,Gtl,Salt Lake,UT,71,1Fam,5,2007,2007,VinylSd,TA,416,1776,Y,1794,978,2772,1,0,3,1,4,10,3,BuiltIn,3,64,0,0,NA,Normal
488585579,632000,14257,Pave,NA,Inside,Gtl,Franklin,ID,71,1Fam,5,2007,2007,VinylSd,TA,416,1776,Y,1794,978,2772,1,0,3,1,4,10,3,BuiltIn,3,64,0,0,NA,Normal
778846217,488000,12085,Pave,NA,Inside,Gtl,Salt Lake,UT,70,1Fam,5,2007,2007,VinylSd,TA,730,1734,Y,1734,0,1734,1,0,2,0,3,7,1,Attchd,3,0,0,0,NA,Partial
443139325,488000,12085,Pave,NA,Inside,Gtl,Franklin,ID,70,1Fam,5,2007,2007,VinylSd,TA,730,1734,Y,1734,0,1734,1,0,2,0,3,7,1,Attchd,3,0,0,0,NA,Partial
837263514,481872,9416,Pave,NA,Inside,Gtl,Washington,UT,91,1Fam,5,2007,2007,CemntBd,TA,600,1726,Y,1726,0,1726,1,0,2,0,3,8,1,Attchd,3,138,266,0,NA,Partial
540763274,481872,9416,Pave,NA,Inside,Gtl,Bear Lake,ID,91,1Fam,5,2007,2007,CemntBd,TA,600,1726,Y,1726,0,1726,1,0,2,0,3,8,1,Attchd,3,138,266,0,NA,Partial
786135234,504000,8118,Pave,NA,Inside,Gtl,Washington,UT,92,TwnhsE,5,2007,2007,MetalSd,TA,676,1710,Y,1710,0,1710,1,0,2,0,2,6,1,Attchd,2,48,0,0,NA,Normal
500565691,504000,8118,Pave,NA,Inside,Gtl,Adams,ID,92,TwnhsE,5,2007,2007,MetalSd,TA,676,1710,Y,1710,0,1710,1,0,2,0,2,6,1,Attchd,2,48,0,0,NA,Normal
880233003,490000,13286,Pave,NA,Inside,Gtl,Kane,UT,39,1Fam,5,2007,2008,CemntBd,TA,464,1698,Y,1698,0,1698,1,0,2,0,3,8,1,Attchd,3,64,0,0,NA,Normal
425492990,490000,13286,Pave,NA,Inside,Gtl,Oneida,ID,39,1Fam,5,2007,2008,CemntBd,TA,464,1698,Y,1698,0,1698,1,0,2,0,3,8,1,Attchd,3,64,0,0,NA,Normal
138346680,490000,13286,Pave,NA,Inside,Gtl,Crook,WY,39,1Fam,5,2007,2008,CemntBd,TA,464,1698,Y,1698,0,1698,1,0,2,0,3,8,1,Attchd,3,64,0,0,NA,Normal
785894487,596000,12474,Pave,NA,Inside,Gtl,Salt Lake,UT,70,1Fam,5,2007,2008,VinylSd,TA,402,1682,Y,1742,590,2332,1,0,2,1,3,9,1,BuiltIn,3,134,0,0,NA,Partial
450155231,596000,12474,Pave,NA,Inside,Gtl,Franklin,ID,70,1Fam,5,2007,2008,VinylSd,TA,402,1682,Y,1742,590,2332,1,0,2,1,3,9,1,BuiltIn,3,134,0,0,NA,Partial
883860472,485500,12898,Pave,NA,Inside,Gtl,Davis,UT,100,1Fam,5,2007,2008,VinylSd,TA,598,1620,Y,1620,0,1620,1,0,2,0,2,6,1,Attchd,3,0,0,0,NA,Normal
419832071,485500,12898,Pave,NA,Inside,Gtl,Boise,ID,100,1Fam,5,2007,2008,VinylSd,TA,598,1620,Y,1620,0,1620,1,0,2,0,2,6,1,Attchd,3,0,0,0,NA,Normal
857180120,400000,3843,Pave,NA,Inside,Mod,Weber,UT,33,TwnhsE,5,2007,2008,CemntBd,TA,120,1596,Y,1648,0,1648,1,1,2,0,2,5,1,Attchd,2,53,153,0,NA,Partial
567289516,400000,3843,Pave,NA,Inside,Mod,Cassia,ID,33,TwnhsE,5,2007,2008,CemntBd,TA,120,1596,Y,1648,0,1648,1,1,2,0,2,5,1,Attchd,2,53,153,0,NA,Partial
177744069,400000,3843,Pave,NA,Inside,Mod,Albany,WY,33,TwnhsE,5,2007,2008,CemntBd,TA,120,1596,Y,1648,0,1648,1,1,2,0,2,5,1,Attchd,2,53,153,0,NA,Partial
896160159,464464,3843,Pave,NA,Inside,Mod,Weber,UT,35,TwnhsE,5,2007,2008,CemntBd,TA,120,1596,Y,1648,0,1648,1,1,2,0,2,5,1,Attchd,2,53,153,0,NA,Partial
505877643,464464,3843,Pave,NA,Inside,Mod,Jefferson,ID,35,TwnhsE,5,2007,2008,CemntBd,TA,120,1596,Y,1648,0,1648,1,1,2,0,2,5,1,Attchd,2,53,153,0,NA,Partial
277463800,464464,3843,Pave,NA,Inside,Mod,Sherdan,WY,35,TwnhsE,5,2007,2008,CemntBd,TA,120,1596,Y,1648,0,1648,1,1,2,0,2,5,1,Attchd,2,53,153,0,NA,Partial
852208463,495624,10562,Pave,NA,Inside,Gtl,Salt Lake,UT,71,1Fam,5,2007,2007,VinylSd,TA,294,1582,Y,1610,551,2161,1,0,1,1,3,8,1,Attchd,3,120,0,0,NA,Partial
540409307,495624,10562,Pave,NA,Inside,Gtl,Franklin,ID,71,1Fam,5,2007,2007,VinylSd,TA,294,1582,Y,1610,551,2161,1,0,1,1,3,8,1,Attchd,3,120,0,0,NA,Partial
826099012,579900,23303,Pave,NA,CulDSac,Gtl,Salt Lake,UT,72,1Fam,5,2007,2007,VinylSd,TA,278,1508,Y,1508,1012,2520,1,0,2,1,5,10,1,BuiltIn,3,273,0,0,NA,Family
577452747,579900,23303,Pave,NA,CulDSac,Gtl,Kootenai,ID,72,1Fam,5,2007,2007,VinylSd,TA,278,1508,Y,1508,1012,2520,1,0,2,1,5,10,1,BuiltIn,3,273,0,0,NA,Family
895148322,553970,9965,Pave,NA,Inside,Gtl,Tooele,UT,31,1Fam,5,2007,2007,VinylSd,TA,280,1264,Y,1282,1414,2696,1,0,2,1,4,10,1,BuiltIn,3,184,168,0,NA,Partial
499916200,553970,9965,Pave,NA,Inside,Gtl,Cassia,ID,31,1Fam,5,2007,2007,VinylSd,TA,280,1264,Y,1282,1414,2696,1,0,2,1,4,10,1,BuiltIn,3,184,168,0,NA,Partial
